x,y,z,roll,pitch,yaw
-0.2068105613247567,-0.13319962960778658,0.4501948108729936,-0.018284678423360328,0.18099614764141236,-3.1307452935973017
-0.20754453590078373,-0.1332000326116955,0.45031043398188675,-0.018279683318267372,0.18293203350971235,-3.1307364540336953
-0.20822982310457663,-0.13320014775066624,0.4503956171715168,-0.0182293280865374,0.18473391758191457,-3.130741273081669
-0.20862685604100256,-0.13319716712901752,0.45042573226914295,-0.018193588997897817,0.18548517196593345,-3.130700581998561
-0.2086727560042885,-0.13310923045484818,0.45039548643814864,-0.01818617318856301,0.1850458427343551,-3.131169213565473
-0.20875528133681906,-0.1330047913935445,0.45038505940614093,-0.018186304441938934,0.18493560290617755,-3.131658316095947
-0.2089199697356316,-0.13294666378044845,0.450411933338504,-0.018189383824898552,0.18538066705820855,-3.1319538549624153
-0.20906261657912983,-0.13291455959452217,0.4504236509961267,-0.018193756561524017,0.18578343837870828,-3.132092570415181
-0.20912927852447696,-0.1329073551967173,0.45041825803717933,-0.018241781818871733,0.18590055884800652,-3.1321486113026604
-0.20905944481849387,-0.13289563044378125,0.4504001042071075,-0.018189214146387817,0.185485087463263,-3.132165559355003
-0.20893576941633557,-0.13288931037701157,0.45037929776578434,-0.01823145410116901,0.185041108931317,-3.1322167650322146
-0.20886575423966314,-0.13296210940188988,0.45038047487502875,-0.018220085216687252,0.18493045780747164,-3.131866428837266
-0.20889793338094928,-0.13297119688560124,0.4503966606118556,-0.018239637107258254,0.18525931362694567,-3.1318212747399836
-0.208843887070129,-0.1329606839726659,0.450402608981858,-0.01820119514065929,0.18515382802049218,-3.1318585234781677
